AverageMonthlyHours,Department,EmployeeId,LastEvaluation,Left,NumberProject,Promotion,SalaryType,SatisfactoryLevel,TimeSpent,WorkAccident
160,sales,1003523,0.89,0,3,0,low,0.74,2,0
193,sales,1003525,0.6,0,3,0,low,0.94,3,0
250,sales,1003526,0.84,0,6,0,low,0.67,2,0
237,sales,1003527,0.84,0,3,0,low,0.93,4,1
170,sales,1003528,0.96,0,4,0,low,0.52,2,0
157,sales,1003529,0.74,0,2,0,medium,0.48,2,1
267,sales,1003530,0.92,0,6,0,medium,0.57,4,0
192,sales,1003531,0.77,0,4,0,medium,0.71,4,0
218,sales,1003532,0.74,0,4,0,medium,0.9,2,1
210,sales,1003533,0.61,0,4,0,medium,0.58,3,0
229,sales,1003534,0.48,0,4,0,medium,0.66,4,0
186,sales,1003535,0.66,0,3,0,medium,0.59,3,0
234,sales,1003536,0.5,0,3,0,medium,0.96,2,1
149,sales,1003537,0.91,0,2,0,medium,0.13,5,0
205,sales,1003538,0.92,0,3,0,medium,0.93,3,0
148,accounting,1003539,0.72,0,3,0,medium,0.54,4,0
270,accounting,1003540,0.77,0,5,0,medium,0.54,3,0
176,accounting,1003541,0.62,0,3,0,high,0.87,3,0
226,hr,1003542,0.91,0,3,0,low,0.79,2,0
232,hr,1003543,0.57,0,3,0,medium,0.83,4,0
137,hr,1003544,0.6,0,3,0,medium,0.73,3,0
253,hr,1003545,0.42,0,6,0,medium,0.29,3,0
231,technical,1003546,0.7,0,6,0,medium,0.8,4,0
189,technical,1003547,0.81,0,3,0,low,0.29,6,0
168,technical,1003548,0.85,0,6,0,low,0.43,2,0
261,technical,1003549,0.93,0,3,0,low,0.99,3,0
152,technical,1003550,0.51,0,4,0,low,0.86,3,0
263,technical,1003551,0.78,0,5,0,low,0.85,2,1
258,technical,1003552,0.68,0,3,0,low,0.66,3,0
205,technical,1003553,0.99,0,3,0,low,0.57,3,0
183,technical,1003554,0.64,0,6,0,low,0.31,2,1
153,technical,1003555,0.88,0,3,0,low,0.88,3,0
194,technical,1003556,0.72,0,5,0,low,0.72,4,0
202,support,1003557,0.66,0,4,0,low,0.75,2,0
164,support,1003558,0.71,0,4,0,low,0.82,4,0
213,support,1003559,0.67,0,3,0,low,0.82,2,0
265,support,1003560,0.52,0,4,0,low,0.15,6,0
286,support,1003562,0.4,0,5,0,low,0.95,4,0
172,support,1003563,0.73,0,3,0,low,0.87,3,1
251,support,1003564,0.89,0,4,0,low,0.85,2,0
110,support,1003565,0.6,0,3,0,low,0.58,3,1
269,support,1003566,0.86,0,3,0,low,0.63,4,0
151,support,1003567,0.68,0,3,0,low,0.69,3,1
161,technical,1003568,0.85,0,5,0,medium,0.53,2,0
210,technical,1003569,0.71,0,4,0,medium,0.96,3,0
167,technical,1003570,0.83,0,2,0,medium,0.73,3,0
270,management,1003571,0.6,0,3,0,medium,0.5,3,1
133,IT,1003572,0.83,0,3,0,medium,0.81,3,1
249,IT,1003573,0.59,0,3,0,medium,0.82,3,0
266,IT,1003574,0.72,0,4,0,medium,0.76,3,0
276,IT,1003575,0.82,0,4,0,medium,0.27,2,0
215,IT,1003576,0.38,0,6,0,medium,0.64,3,0
262,product_mng,1003577,0.9,0,3,0,medium,0.57,2,0
193,product_mng,1003578,0.84,0,5,0,medium,0.49,3,0
102,product_mng,1003579,0.92,0,2,0,medium,0.66,4,0
278,product_mng,1003580,0.36,0,4,0,high,0.71,4,1
250,IT,1003581,0.63,0,3,0,low,0.61,4,0
193,RandD,1003582,0.89,0,5,0,medium,0.52,4,0
133,RandD,1003583,0.91,0,3,0,medium,0.62,3,0
216,RandD,1003584,0.65,0,4,0,medium,0.98,4,0
174,RandD,1003585,0.56,0,5,0,medium,0.67,2,1
280,RandD,1003586,0.62,0,2,0,low,0.85,4,0
246,marketing,1003587,0.85,0,4,0,low,0.84,2,0
142,sales,1003588,0.53,0,3,0,low,1,3,0
144,accounting,1003589,0.76,0,4,0,low,0.72,3,1
212,technical,1003591,0.71,0,5,0,low,0.64,2,0
201,management,1003592,0.76,0,5,0,low,1,3,0
206,marketing,1003593,0.59,0,5,0,low,0.75,2,0
197,marketing,1003594,0.77,0,4,0,low,0.81,3,0
232,marketing,1003595,0.98,0,5,0,low,0.31,5,0
272,sales,1003596,0.97,0,6,0,low,0.32,2,0
173,sales,1003597,0.5,0,4,0,low,0.48,3,0
124,sales,1003598,0.42,0,2,0,low,0.62,2,0
282,sales,1003599,0.86,0,5,0,low,0.77,4,0
219,sales,1003600,0.8,0,2,0,low,0.76,4,1
106,sales,1003601,0.41,0,3,0,low,0.68,6,0
192,sales,1003602,0.79,0,4,0,low,0.72,4,0
190,sales,1003603,0.91,0,5,0,low,0.87,2,0
156,sales,1003604,0.57,0,2,0,low,0.59,2,0
180,sales,1003605,0.64,0,3,0,low,0.7,2,0
245,sales,1003606,0.81,0,4,0,low,0.73,2,0
169,sales,1003607,0.62,0,3,0,medium,0.58,2,0
188,sales,1003608,0.66,0,3,0,medium,0.64,4,0
224,sales,1003609,0.66,0,5,0,medium,0.89,2,0
263,sales,1003610,0.71,0,3,0,medium,0.95,2,1
262,sales,1003611,0.9,0,3,0,medium,0.84,2,0
225,sales,1003612,0.99,0,4,0,medium,0.6,3,0
224,sales,1003613,0.63,0,5,0,medium,0.71,3,1
266,sales,1003614,0.95,0,3,0,medium,0.6,3,0
102,accounting,1003616,1,0,3,0,medium,0.75,3,0
181,accounting,1003617,0.67,0,4,0,medium,0.7,3,0
150,hr,1003618,0.64,0,5,0,medium,0.23,5,0
270,hr,1003620,0.49,0,4,0,low,0.99,2,0
265,hr,1003621,0.68,0,5,0,medium,0.62,3,0
169,technical,1003622,0.89,0,4,0,medium,0.98,3,0
224,technical,1003623,0.94,0,3,0,medium,0.61,4,0
150,technical,1003624,0.92,0,3,0,medium,0.52,2,1
239,technical,1003625,0.66,0,5,0,low,0.65,4,0
245,technical,1003626,0.9,0,3,0,low,0.59,3,1
182,technical,1003627,0.8,0,3,0,low,0.71,2,1
182,technical,1003628,0.7,0,5,0,low,0.18,4,0
243,technical,1003629,0.93,0,4,0,low,0.21,4,0
209,technical,1003630,0.67,0,6,0,low,0.15,5,0
195,technical,1003631,0.53,0,4,0,low,0.97,4,0
190,technical,1003632,0.48,0,3,0,low,0.39,2,0
140,support,1003633,0.66,0,2,0,medium,0.35,2,0
147,support,1003634,0.58,0,4,0,medium,0.88,4,0
265,support,1003635,0.97,0,3,0,medium,0.58,3,0
238,support,1003636,0.78,0,3,0,medium,0.61,2,0
155,support,1003637,0.98,0,3,0,medium,0.59,3,0
132,support,1003638,0.41,0,4,0,medium,0.55,5,1
257,support,1003639,0.8,0,5,0,medium,0.52,3,0
255,support,1003640,0.77,0,2,0,medium,0.71,3,0
229,support,1003641,0.82,0,5,0,medium,0.63,2,0
216,support,1003642,0.84,0,5,0,medium,0.17,4,0
269,support,1003643,0.49,0,4,0,medium,0.95,4,0
205,technical,1003644,0.73,0,3,0,medium,1,2,0
151,technical,1003645,0.96,0,2,0,medium,0.73,3,0
246,technical,1003646,0.64,0,4,0,medium,0.8,3,1
256,management,1003647,0.8,0,4,0,medium,0.63,4,0
235,IT,1003648,0.59,0,4,0,medium,0.95,3,0
229,IT,1003649,0.83,0,4,0,medium,0.75,2,0
158,IT,1003650,0.72,0,5,0,medium,0.64,3,0
197,IT,1003651,1,0,3,0,medium,0.72,3,0
151,IT,1003652,0.53,0,3,0,medium,0.72,4,0
281,product_mng,1003655,0.53,0,4,0,medium,0.69,4,0
212,product_mng,1003656,0.7,0,3,0,medium,0.69,2,0
238,RandD,1003658,0.91,0,3,0,high,0.78,2,0
235,RandD,1003659,0.74,0,4,0,high,0.76,3,0
107,RandD,1003660,0.7,0,3,0,high,0.35,3,0
243,RandD,1003661,0.59,0,6,0,high,0.88,4,0
233,RandD,1003662,0.79,0,5,0,high,0.78,3,1
206,marketing,1003663,0.42,0,3,0,high,0.36,5,0
172,sales,1003664,0.7,0,5,0,high,0.24,4,0
248,accounting,1003665,0.82,0,3,0,high,0.55,2,0
147,support,1003666,0.53,0,3,0,high,0.91,4,1
259,technical,1003667,0.61,0,5,0,high,0.66,3,0
267,management,1003668,0.82,0,3,0,high,0.57,3,0
263,marketing,1003669,0.64,0,3,0,high,0.64,3,0
160,marketing,1003670,0.98,0,3,0,low,0.63,4,1
176,marketing,1003671,0.92,0,5,0,low,0.49,3,0
224,sales,1003672,0.7,0,3,0,low,0.7,3,0
155,sales,1003673,0.71,0,3,0,low,0.3,2,0
132,sales,1003674,0.52,0,3,0,low,0.51,3,0
173,sales,1003675,0.87,0,5,0,low,0.71,3,0
165,sales,1003676,0.67,0,3,0,low,0.64,3,0
272,sales,1003677,0.66,0,6,0,low,0.67,3,0
156,sales,1003678,0.94,0,5,0,low,0.83,3,1
154,sales,1003679,0.96,0,3,0,low,0.92,2,1
237,sales,1003680,0.53,0,3,0,low,0.84,3,1
271,sales,1003681,0.75,0,2,0,low,0.97,6,0
152,sales,1003682,0.91,0,6,0,low,0.19,3,0
152,sales,1003683,0.51,0,4,0,low,0.86,3,1
172,sales,1003684,0.69,0,3,0,low,0.71,3,0
214,sales,1003685,0.56,0,4,0,medium,0.76,2,1
201,sales,1003686,0.88,0,5,0,medium,0.68,3,0
275,sales,1003687,0.99,0,2,0,medium,0.61,3,1
156,sales,1003688,0.79,0,3,0,medium,0.85,3,0
234,sales,1003689,0.89,0,3,0,medium,0.84,2,0
123,sales,1003690,0.63,0,2,0,medium,0.62,2,0
160,accounting,1003692,0.93,0,5,0,medium,0.79,4,1
173,accounting,1003693,0.5,0,3,0,medium,0.97,2,0
141,hr,1003694,0.61,0,4,0,medium,0.59,2,1
231,hr,1003695,0.62,0,3,0,medium,0.93,6,0
174,hr,1003696,0.54,0,4,0,medium,0.85,2,0
211,hr,1003697,0.57,0,4,0,high,0.7,3,0
249,technical,1003698,0.91,0,3,0,high,0.54,3,0
108,technical,1003699,0.86,0,2,0,high,0.42,5,0
165,technical,1003700,0.75,0,4,0,high,0.96,3,0
181,technical,1003701,0.8,0,3,0,high,0.58,4,0
237,technical,1003702,0.59,0,3,0,high,0.61,2,0
180,technical,1003703,0.97,0,5,0,high,0.62,2,0
209,technical,1003704,0.7,0,3,0,high,0.68,3,0
191,technical,1003705,0.73,0,3,0,low,0.6,5,1
181,technical,1003706,0.91,0,4,0,low,0.7,2,1
250,technical,1003707,0.55,0,4,0,low,0.65,2,0
179,technical,1003708,0.59,0,2,0,low,0.48,2,0
225,support,1003709,0.73,0,3,0,low,0.75,4,0
267,support,1003710,0.78,0,5,0,low,0.69,2,1
169,support,1003711,0.46,0,2,0,low,0.34,2,1
164,support,1003712,0.49,0,4,0,low,0.59,3,0
155,support,1003713,0.95,0,4,0,medium,0.94,3,0
223,support,1003714,0.77,0,5,0,medium,0.98,2,1
160,support,1003715,0.66,0,3,0,medium,0.72,3,0
268,support,1003716,0.7,0,4,0,medium,0.79,2,0
151,support,1003717,0.61,0,4,0,medium,0.54,4,1
156,support,1003718,0.95,0,3,0,medium,0.73,2,0
136,support,1003719,0.58,0,4,0,medium,0.82,3,0
189,technical,1003720,0.45,0,3,0,medium,0.57,2,0
203,technical,1003721,0.93,0,5,0,medium,0.98,2,0
174,technical,1003722,0.65,0,5,0,medium,0.91,2,0
239,management,1003723,0.91,0,3,0,medium,0.72,2,0
152,IT,1003724,0.73,0,5,0,medium,0.48,6,0
268,IT,1003725,0.86,0,4,0,medium,0.57,6,0
232,IT,1003727,0.85,0,3,0,medium,0.63,4,0
255,IT,1003728,0.52,0,3,0,medium,0.81,5,0
129,product_mng,1003729,0.37,0,4,0,medium,0.21,4,0
261,product_mng,1003730,0.66,0,3,0,medium,0.9,3,1
101,product_mng,1003731,0.78,0,3,0,medium,0.79,2,1
229,product_mng,1003732,0.49,0,4,0,medium,0.95,3,0
162,IT,1003733,0.43,0,3,0,medium,0.29,4,0
270,RandD,1003734,0.52,0,4,0,medium,0.81,3,0
277,RandD,1003735,0.56,0,6,0,medium,0.21,5,0
261,RandD,1003736,0.83,0,5,0,high,0.7,4,0
204,RandD,1003737,0.64,0,4,0,low,0.66,2,0
215,RandD,1003738,0.86,0,2,0,medium,0.16,2,0
219,marketing,1003739,0.8,0,3,0,medium,0.72,3,0
147,sales,1003740,0.5,0,3,0,medium,0.51,4,0
243,accounting,1003741,0.63,0,5,0,medium,0.59,2,0
155,support,1003742,0.4,0,2,0,medium,0.66,5,1
253,technical,1003743,0.84,0,3,0,medium,0.69,2,0
235,management,1003744,0.94,0,4,0,medium,0.69,3,0
257,marketing,1003745,0.79,0,5,0,medium,0.89,3,0
225,marketing,1003746,0.56,0,4,0,medium,0.52,2,0
167,marketing,1003747,0.91,0,3,0,medium,0.91,3,0
224,sales,1003748,0.53,0,5,0,low,0.96,4,0
127,sales,1003749,0.58,0,5,0,low,0.8,3,0
256,sales,1003750,0.77,0,3,0,low,0.55,3,1
233,sales,1003751,0.63,0,4,0,low,0.93,2,0
169,sales,1003752,0.86,0,4,0,low,0.93,4,0
152,sales,1003753,0.48,0,3,0,low,0.54,2,0
236,sales,1003754,0.76,0,5,0,low,0.48,2,0
154,sales,1003755,0.99,0,3,0,high,0.19,2,0
223,sales,1003756,0.71,0,3,0,low,0.95,2,0
211,sales,1003757,0.81,0,4,0,high,0.96,3,0
192,sales,1003758,0.89,0,4,0,high,0.63,2,0
227,sales,1003759,0.8,0,4,0,low,0.81,2,1
265,sales,1003760,0.88,0,4,0,low,0.5,3,1
228,sales,1003761,0.72,0,5,0,high,0.76,2,0
152,sales,1003762,0.49,0,4,0,low,0.84,3,0
169,sales,1003764,0.92,0,3,0,high,0.78,3,0
157,sales,1003765,0.68,0,4,0,medium,0.8,3,0
251,sales,1003766,0.57,0,4,0,medium,0.94,2,1
253,accounting,1003767,0.74,0,5,0,medium,0.44,2,0
155,accounting,1003768,0.85,0,3,0,medium,0.92,2,0
232,accounting,1003769,0.8,0,3,0,high,0.54,2,0
195,hr,1003770,0.56,0,4,0,medium,0.56,2,0
198,hr,1003771,0.69,0,4,0,medium,0.66,3,1
246,hr,1003772,0.91,0,3,0,medium,0.8,3,0
214,hr,1003773,0.81,0,2,0,high,0.6,3,0
249,technical,1003774,0.73,0,5,0,medium,0.73,3,0
211,technical,1003775,0.74,0,3,0,high,0.55,3,1
269,technical,1003776,0.71,0,5,0,low,0.7,3,0
214,technical,1003777,0.68,0,4,0,medium,0.53,3,0
231,technical,1003778,0.94,0,4,0,medium,0.9,3,0
175,technical,1003779,0.78,0,3,0,medium,0.8,3,0
175,technical,1003780,0.6,0,5,0,medium,0.51,3,0
238,technical,1003781,0.96,0,5,0,low,0.86,5,0
228,technical,1003782,0.79,0,4,0,low,0.63,4,0
220,technical,1003783,0.93,0,3,0,low,0.83,4,0
233,technical,1003784,0.55,0,4,0,low,0.85,2,1
225,support,1003785,0.57,0,3,0,low,0.8,4,0
187,support,1003786,0.97,0,5,0,low,0.79,3,0
117,support,1003787,0.71,0,3,0,low,0.37,3,0
184,support,1003788,0.9,0,3,0,low,0.85,3,1
216,support,1003789,0.56,0,3,0,low,0.76,3,0
140,support,1003790,0.62,0,4,0,low,0.99,2,1
201,support,1003791,0.63,0,3,0,high,0.55,2,1
167,support,1003792,0.69,0,4,0,low,0.69,3,1
203,support,1003793,1,0,5,0,low,0.68,2,0
231,support,1003794,0.9,0,5,0,low,0.69,2,1
141,support,1003795,0.7,0,3,0,low,0.65,4,0
226,technical,1003796,0.88,0,6,0,high,0.17,3,1
199,technical,1003797,0.65,0,3,0,low,0.48,2,0
164,IT,1003800,0.67,0,3,0,high,0.8,3,0
234,IT,1003801,0.6,0,5,0,low,0.8,2,0
208,IT,1003803,0.87,0,3,0,high,0.95,2,0
233,IT,1003804,0.93,0,3,0,medium,0.69,3,0
172,product_mng,1003805,0.57,0,4,0,high,0.74,3,0
141,product_mng,1003806,0.59,0,3,0,medium,0.68,3,0
213,product_mng,1003807,0.55,0,3,0,medium,0.68,3,0
128,product_mng,1003808,0.37,0,5,0,medium,0.65,3,1
151,IT,1003809,0.92,0,4,0,medium,0.85,3,1
247,RandD,1003810,0.48,0,4,0,medium,0.49,3,0
143,RandD,1003811,0.8,0,6,0,medium,0.19,4,0
164,RandD,1003812,0.61,0,3,0,medium,0.95,3,0
183,RandD,1003813,0.62,0,3,0,medium,0.63,3,0
274,RandD,1003814,0.8,0,4,0,high,0.83,3,0
261,marketing,1003815,0.78,0,4,0,low,0.62,2,0
200,sales,1003816,0.98,0,5,0,medium,0.74,3,0
177,accounting,1003817,0.87,0,5,0,medium,0.7,2,0
139,support,1003818,0.38,0,5,0,medium,0.28,4,0
228,technical,1003819,0.56,0,6,0,medium,0.39,5,0
230,management,1003820,0.63,0,3,0,medium,0.62,2,0
212,marketing,1003821,0.54,0,5,0,medium,0.79,4,0
265,marketing,1003822,0.74,0,4,0,medium,0.87,4,0
124,marketing,1003823,0.75,0,3,0,medium,0.29,4,0
155,sales,1003824,0.88,0,4,0,medium,0.37,3,0
215,sales,1003825,0.55,0,4,0,high,0.68,4,0
214,sales,1003826,0.51,0,4,0,low,0.9,2,0
181,sales,1003827,0.65,0,3,0,low,0.97,3,0
229,sales,1003828,0.77,0,4,0,low,0.6,2,0
262,sales,1003829,0.79,0,5,0,high,0.58,2,0
165,sales,1003830,0.86,0,3,0,low,0.83,3,0
136,sales,1003831,0.73,0,5,0,low,0.83,3,0
151,sales,1003832,0.71,0,4,0,low,0.94,2,1
226,sales,1003833,0.9,0,5,0,high,0.69,4,0
215,sales,1003834,0.81,0,5,0,low,0.81,2,0
143,sales,1003835,0.5,0,6,0,low,0.19,5,1
223,sales,1003836,0.64,0,3,0,low,0.18,4,1
271,sales,1003837,0.63,0,4,0,low,0.58,3,0
220,sales,1003838,0.65,0,3,0,low,0.76,3,0
182,sales,1003839,0.47,0,6,0,low,0.26,4,0
190,sales,1003840,0.87,0,3,0,low,0.78,3,0
198,sales,1003841,0.56,0,3,0,medium,0.71,3,0
141,sales,1003842,0.61,0,3,0,medium,0.76,2,0
248,accounting,1003843,0.81,0,3,0,medium,0.44,2,0
162,accounting,1003845,0.57,0,5,0,medium,0.75,3,0
211,hr,1003846,0.9,0,4,0,medium,0.64,3,0
271,hr,1003847,0.71,0,4,0,medium,0.79,3,0
271,hr,1003848,0.61,0,3,0,medium,0.96,2,0
244,hr,1003849,1,0,5,0,medium,0.63,2,0
261,technical,1003850,0.55,0,5,0,medium,0.65,3,1
225,technical,1003851,0.81,0,3,0,medium,0.76,3,0
266,technical,1003852,0.9,0,4,0,medium,0.26,5,0
146,technical,1003853,0.73,0,3,0,high,0.84,5,1
233,technical,1003854,0.77,0,3,0,low,0.74,3,0
180,technical,1003855,0.45,0,4,0,medium,0.53,3,0
208,technical,1003856,0.56,0,5,0,medium,0.7,3,0
165,technical,1003857,0.69,0,4,0,medium,0.62,4,1
221,technical,1003858,0.68,0,4,0,medium,0.71,4,0
215,technical,1003859,0.65,0,3,0,low,0.5,2,0
264,technical,1003860,0.5,0,6,0,low,0.53,6,0
160,support,1003861,0.89,0,2,0,low,0.88,4,0
192,support,1003862,0.83,0,2,0,low,0.79,3,0
201,support,1003863,0.89,0,5,0,low,0.69,2,0
264,support,1003864,0.96,0,4,0,low,0.57,2,0
186,support,1003865,0.8,0,4,0,low,0.68,3,1
272,support,1003866,0.82,0,4,0,low,0.6,3,0
216,support,1003867,0.9,0,4,0,low,0.7,3,0
142,support,1003868,0.76,0,4,0,low,0.71,2,1
133,support,1003869,0.51,0,4,0,low,0.49,3,0
260,support,1003870,0.7,0,4,0,low,0.74,2,0
101,support,1003871,0.93,0,4,0,low,0.2,5,0
230,technical,1003872,0.5,0,4,0,low,0.57,2,0
242,technical,1003873,0.48,0,3,0,low,0.83,4,0
193,technical,1003874,0.64,0,3,0,low,0.22,2,0
234,management,1003875,0.57,0,2,0,low,0.67,4,0
132,IT,1003876,0.84,0,3,0,low,0.54,3,0
183,IT,1003877,0.53,0,4,0,low,0.54,3,0
191,IT,1003878,0.61,0,4,0,low,0.64,4,0
140,IT,1003879,0.84,0,5,0,low,0.23,4,0
257,IT,1003880,0.87,0,5,0,medium,0.88,3,0
219,product_mng,1003881,0.54,0,4,0,medium,0.83,3,0
141,product_mng,1003882,0.67,0,5,0,medium,0.88,2,0
162,product_mng,1003883,0.85,0,5,0,medium,0.9,2,0
181,product_mng,1003884,0.61,0,3,0,medium,0.49,3,0
149,RandD,1003886,0.69,0,4,0,medium,0.92,6,1
164,RandD,1003887,0.67,0,3,0,medium,0.72,4,0
235,RandD,1003888,0.5,0,4,0,medium,0.63,3,0
199,RandD,1003889,0.66,0,3,0,medium,0.98,3,0
248,RandD,1003890,0.52,0,3,0,medium,0.76,3,0
103,marketing,1003891,0.56,0,2,0,medium,0.42,3,1
248,marketing,1003892,0.65,0,4,0,high,0.58,4,0
153,sales,1003893,0.82,0,3,0,low,0.85,3,1
241,accounting,1003894,0.95,0,4,0,medium,0.67,4,0
258,support,1003895,1,0,4,0,medium,0.58,3,0
172,technical,1003896,0.76,0,5,0,medium,0.84,5,1
149,management,1003897,0.68,0,3,0,medium,0.56,2,0
217,marketing,1003898,0.83,0,4,0,low,0.63,3,0
243,marketing,1003899,0.92,0,3,0,low,0.51,3,0
120,marketing,1003900,0.81,0,5,0,low,0.95,3,0
137,sales,1003901,0.55,0,3,0,low,0.85,3,1
150,sales,1003902,0.78,0,5,0,low,0.73,3,0
199,sales,1003903,0.49,0,5,0,low,0.2,5,0
203,sales,1003904,0.79,0,3,0,low,0.78,2,0
273,sales,1003905,0.8,0,3,0,low,0.83,3,0
214,sales,1003906,0.56,0,2,0,low,0.87,3,1
141,sales,1003907,0.99,0,5,0,low,0.98,3,0
243,sales,1003908,0.81,0,5,0,low,1,3,0
159,sales,1003909,0.55,0,4,0,low,0.7,3,0
146,sales,1003910,0.88,0,5,0,low,0.62,3,0
159,sales,1003911,0.72,0,4,0,low,0.67,2,0
196,sales,1003912,0.96,0,4,0,low,0.86,3,0
183,sales,1003913,0.57,0,5,0,low,0.44,2,1
192,sales,1003914,0.86,0,4,0,low,0.19,4,0
246,sales,1003915,0.83,0,4,0,low,0.76,2,0
191,sales,1003916,0.93,0,5,0,low,0.89,4,0
158,sales,1003917,0.97,0,3,0,low,0.25,3,0
167,sales,1003918,1,0,4,0,low,0.68,2,0
187,sales,1003919,0.5,0,2,0,medium,0.38,2,1
157,accounting,1003921,0.62,0,4,0,medium,0.76,3,0
157,accounting,1003922,0.45,0,2,0,medium,0.26,3,0
178,hr,1003923,0.67,0,3,0,medium,0.69,2,0
154,hr,1003924,0.66,0,3,0,medium,0.98,2,0
208,hr,1003925,0.83,0,5,0,medium,0.86,2,1
273,hr,1003926,0.68,0,4,0,medium,0.14,5,1
159,technical,1003927,0.63,0,4,0,medium,0.58,3,0
234,technical,1003928,0.97,0,4,0,medium,0.63,2,0
210,technical,1003930,0.62,0,4,0,medium,0.73,4,0
164,technical,1003931,0.52,0,3,0,high,0.89,3,0
241,technical,1003932,0.61,0,3,0,low,0.17,5,1
259,technical,1003933,0.73,0,5,0,medium,0.86,2,0
159,technical,1003934,0.73,0,3,0,medium,0.59,3,1
131,technical,1003935,0.51,0,4,0,medium,0.22,2,0
266,technical,1003936,0.57,0,3,0,medium,0.55,2,0
153,technical,1003937,0.6,0,3,0,low,0.74,2,0
253,support,1003938,0.54,0,3,0,low,0.55,2,0
141,support,1003939,0.94,0,4,0,low,0.67,2,1
199,support,1003940,0.8,0,3,0,low,0.64,3,0
205,support,1003941,0.71,0,3,0,low,0.58,3,0
252,support,1003942,0.6,0,4,0,low,0.9,3,0
153,support,1003943,0.9,0,4,0,low,0.89,3,0
171,support,1003944,0.37,0,2,0,low,0.74,4,0
150,support,1003945,0.91,0,5,0,low,0.78,4,0
247,support,1003946,0.53,0,4,0,low,0.97,3,0
150,support,1003947,0.92,0,4,0,low,0.52,2,1
206,support,1003948,0.86,0,4,0,low,0.99,2,0
192,technical,1003949,0.44,0,4,0,low,0.76,4,1
164,technical,1003950,0.96,0,5,0,low,0.69,3,0
186,technical,1003951,0.69,0,3,0,low,0.59,3,0
249,management,1003952,0.63,0,3,0,low,0.95,3,0
214,IT,1003953,0.81,0,3,0,low,0.69,2,0
193,IT,1003954,0.75,0,4,0,low,0.76,4,0
114,IT,1003955,0.84,0,2,0,low,0.7,4,0
122,IT,1003956,0.6,0,2,0,low,0.87,2,0
170,IT,1003957,0.55,0,3,0,low,0.44,3,1
151,product_mng,1003958,0.91,0,3,0,medium,0.54,3,0
156,product_mng,1003959,0.75,0,3,0,medium,0.55,3,0
170,product_mng,1003960,0.75,0,5,0,medium,0.81,3,1
188,product_mng,1003961,0.55,0,3,0,medium,0.5,2,0
201,IT,1003962,0.74,0,4,0,medium,0.93,3,1
254,RandD,1003963,0.5,0,6,0,medium,0.64,6,0
206,RandD,1003964,0.78,0,3,0,medium,0.57,4,0
216,RandD,1003965,0.74,0,4,0,medium,0.95,3,0
200,RandD,1003966,0.67,0,5,0,medium,0.86,3,0
202,RandD,1003967,0.58,0,4,0,medium,0.82,2,0
217,RandD,1003968,0.79,0,4,0,medium,0.18,4,0
224,sales,1003970,0.56,0,3,0,high,0.57,2,0
148,accounting,1003971,0.83,0,5,0,low,0.94,3,0
224,support,1003972,0.97,0,6,0,medium,0.2,5,1
238,management,1003974,0.8,0,4,0,medium,0.94,3,1
254,marketing,1003975,0.61,0,3,0,medium,0.99,3,0
218,marketing,1003976,0.49,0,4,0,low,0.22,4,0
237,marketing,1003977,0.66,0,3,0,low,0.67,3,0
185,sales,1003978,0.67,0,4,0,low,0.49,2,0
184,sales,1003979,0.95,0,4,0,low,0.78,3,0
176,sales,1003980,0.74,0,2,0,low,0.15,3,1
260,sales,1003981,0.89,0,4,0,low,0.91,3,0
254,sales,1003982,0.78,0,4,0,low,0.7,4,0
221,sales,1003983,0.95,0,3,0,low,0.6,3,0
257,sales,1003984,0.57,0,5,0,low,0.59,2,0
265,sales,1003985,0.93,0,3,0,low,0.59,3,1
138,sales,1003986,0.64,0,3,0,low,0.55,3,1
163,sales,1003987,0.75,0,3,0,low,0.42,2,1
144,sales,1003988,0.81,0,3,0,low,0.57,3,0
146,sales,1003989,0.51,0,3,0,low,0.72,2,1
242,sales,1003990,0.81,0,3,0,low,0.83,6,0
249,sales,1003991,0.93,0,4,0,low,0.89,3,0
245,sales,1003992,0.59,0,3,0,low,0.55,3,0
201,sales,1003993,0.75,0,4,0,low,0.53,2,0
177,sales,1003994,0.59,0,4,0,medium,0.74,4,1
160,sales,1003995,0.98,0,4,0,medium,0.63,2,0
177,sales,1003996,0.4,0,6,0,medium,0.63,2,1
153,accounting,1003997,0.97,0,4,0,medium,0.61,3,0
197,accounting,1003998,0.79,0,3,0,medium,0.76,5,0
246,accounting,1003999,0.82,0,4,0,medium,0.67,4,0
258,hr,1004000,0.95,0,4,0,medium,0.51,3,0
137,hr,1004001,0.55,0,3,0,medium,0.67,3,0
178,hr,1004002,0.94,0,3,0,medium,0.16,4,0
123,hr,1004003,0.85,0,4,0,medium,0.34,4,0
162,technical,1004004,0.73,0,5,0,medium,0.58,3,1
210,technical,1004005,0.71,0,5,0,medium,0.5,5,0
197,technical,1004006,0.48,0,4,0,high,0.56,3,1
220,technical,1004007,0.98,0,3,0,low,0.56,3,0
133,technical,1004008,0.71,0,4,0,medium,0.74,2,0
198,technical,1004009,0.99,0,3,0,medium,0.69,2,0
160,technical,1004010,0.81,0,4,0,medium,0.15,5,0
180,technical,1004011,0.67,0,2,0,medium,0.58,2,0
223,technical,1004013,0.57,0,3,0,low,0.5,3,0
229,technical,1004014,0.92,0,4,0,low,0.66,2,0
159,support,1004015,0.78,0,4,0,low,0.81,3,0
